id,name,disambiguation
https://musicbrainz.org/genre/c844c144-90a8-4288-981e-e38275592688,aggrotech,
https://musicbrainz.org/genre/4802e6e4-f403-41d1-8e58-76e5cf4df81d,ahwash,
https://musicbrainz.org/genre/50cc5641-b4f9-40b7-bf7a-6d903ac6c1c5,aita,
https://musicbrainz.org/genre/aebbce35-0e8b-40e9-b04c-bebbbda124d0,akishibu-kei,
https://musicbrainz.org/genre/0f8d3ff4-8cda-42c4-b462-10352cd01606,al jeel,
https://musicbrainz.org/genre/998efb76-2f98-41c8-8c5f-74c32e405e9f,algerian chaabi,
https://musicbrainz.org/genre/e0a9d0d1-b86f-4344-82a9-022a84627087,algorave,
https://musicbrainz.org/genre/e367c884-d94d-4fba-abc4-8ac51d167ccf,alloukou,
https://musicbrainz.org/genre/ef1d11cc-e70f-4885-ad6c-103f060d33b2,alpenrock,
https://musicbrainz.org/genre/5f9cba3d-1a9f-46cd-8c49-7ed78d1f3354,alternative country,
https://musicbrainz.org/genre/8301f73c-9166-4108-bfeb-4fd22dc19083,alternative dance,
https://musicbrainz.org/genre/0b48a36c-630f-4ee7-8cf3-480e3dd8be65,alternative folk,
https://musicbrainz.org/genre/924943cd-73c8-45c0-96eb-74f2a15e5d6e,alternative hip hop,
https://musicbrainz.org/genre/7983ff25-ddf9-411e-a7f9-6cca238bff79,alternative metal,
https://musicbrainz.org/genre/7c4d0994-4c49-4c74-8763-df27fc0084cc,alté,
https://musicbrainz.org/genre/d3ebe947-7c03-43f5-b333-09379881b0f6,alternative pop,
https://musicbrainz.org/genre/e096efc6-6c9c-4240-b627-d7bbb5e8fa2a,alternative punk,
https://musicbrainz.org/genre/4e03fb35-d571-4111-824d-88c9f8a3d0c9,alternative r&b,
https://musicbrainz.org/genre/ceeaa283-5d7b-4202-8d1d-e25d116b2a18,alternative rock,
https://musicbrainz.org/genre/de3f8f85-1d8a-499f-9a1e-edad65a26dad,amapiano,
https://musicbrainz.org/genre/2c2fe37b-2657-47b5-b3a8-e8a4d7be07d0,ambasse bey,
https://musicbrainz.org/genre/608b0471-7531-4854-a348-e698c69cb699,ambient,
https://musicbrainz.org/genre/8a7503ae-543b-4be3-b8dd-c031bc8548a0,ambient americana,
https://musicbrainz.org/genre/9c143ab1-1506-4134-ba40-1660fbad7f51,ambient dub,
https://musicbrainz.org/genre/cc2327cf-88a3-476b-950c-296c382eabd9,ambient house,
https://musicbrainz.org/genre/a8424840-ae95-45a2-a6d7-dace870cf93a,ambient noise wall,
https://musicbrainz.org/genre/2cdcecfe-3e7c-4055-ab34-78eceabe4d9b,ambient pop,
https://musicbrainz.org/genre/1c6e4eae-915d-4662-a7ff-038920b67d9e,ambient techno,
https://musicbrainz.org/genre/b4b397c1-c3e8-4b8b-af20-be6fdac65994,ambient trance,
https://musicbrainz.org/genre/c6eb7df0-5bc6-4ac6-8bca-ad4701eab1c0,ambrosian chant,
https://musicbrainz.org/genre/2eacaaae-8824-49cf-b2c0-f86f5d48055d,american primitive guitar,
https://musicbrainz.org/genre/2c765e49-a12e-45eb-b628-f8b9cc0a0250,americana,
https://musicbrainz.org/genre/7d22c459-5f2e-4443-b383-518c03aa990c,amigacore,
https://musicbrainz.org/genre/e12fe025-4c13-485e-a2fe-ad5bf2cd75eb,anarcho-punk,
https://musicbrainz.org/genre/a6c36824-e5bc-4db3-b704-44941c9dcdf9,anatolian rock,
https://musicbrainz.org/genre/22ccf722-6f47-479c-a96f-2bc403ab98d7,andalusian classical,
https://musicbrainz.org/genre/ba1b6ce0-b4e0-4c89-b472-37c969e9cdfb,andean new age,
https://musicbrainz.org/genre/2b6ccba5-24fd-4741-a151-f8da4f1af089,anglican chant,
https://musicbrainz.org/genre/6ce4f333-ee9b-4da9-a044-875ddae2fb38,animal sounds,
https://musicbrainz.org/genre/19c3396c-edab-4bf7-ac53-6057788f0a48,anti-folk,
https://musicbrainz.org/genre/aca1caab-09d1-44b5-ae84-590ff1d218fc,aor,
https://musicbrainz.org/genre/a85ecafe-2c43-47df-8dc2-2877b7094556,apala,
https://musicbrainz.org/genre/16f76639-3520-4fa8-beb3-9da32cdd2a26,appalachian folk,
https://musicbrainz.org/genre/b50429c4-e790-4689-a5be-12b9591f51d0,aquacrunk,
https://musicbrainz.org/genre/05b3c77c-3f55-4efc-89c7-0932f1f3f0e3,arabesk,
https://musicbrainz.org/genre/d81d7bb2-3f51-4004-a03e-6d2be0338543,arabesk rap,
https://musicbrainz.org/genre/26af3760-750a-4b5e-a699-78c87697585a,arena rock,
https://musicbrainz.org/genre/c874cd28-1d84-43f5-bccf-9fbfd9258111,arrocha,
https://musicbrainz.org/genre/c3be4ef7-9d5a-417f-850c-bbbaf7ecfa24,arrocha funk,
https://musicbrainz.org/genre/bf41e0b3-3b03-4b1b-ab3b-f818f51fc685,arrocha sertanejo,
https://musicbrainz.org/genre/ca5acfa3-be7b-4cee-8d4d-bca0261002b9,arrochadeira,
https://musicbrainz.org/genre/196a8a7b-c7c8-4e5f-9a02-bf0579da2ef5,ars antiqua,
https://musicbrainz.org/genre/6de58694-aabd-4600-9cd8-095e724a86c8,ars nova,
https://musicbrainz.org/genre/5954523f-8847-4ccf-91e6-504cd090b1cd,ars subtilior,
https://musicbrainz.org/genre/930ef127-3653-4677-9b95-ecc90c7c1a14,art pop,
https://musicbrainz.org/genre/6e105daf-c06d-431e-8e33-1b8da3e48f7e,art punk,
https://musicbrainz.org/genre/b7ef058e-6d83-4ca4-8123-9724bff4648b,art rock,
https://musicbrainz.org/genre/a93d203b-7399-4bcb-8600-579a508698d9,art song,
https://musicbrainz.org/genre/a9207ed8-8173-420d-a8d7-5add746d7304,artcore,
https://musicbrainz.org/genre/19f54987-35b9-499e-81b2-a0402135a195,ashkenazi cantorial music,
https://musicbrainz.org/genre/7366eb1a-4c8b-4e10-b3a0-6b327b99f65f,asian rock,
https://musicbrainz.org/genre/19191e39-9867-45bf-9347-dbfcaf9a3f72,asmr,
https://musicbrainz.org/genre/6ef74f46-c687-439e-9057-26804ebfe558,assiko,
https://musicbrainz.org/genre/d14a4c4a-bea5-4b08-b945-59b048acd2d5,atmospheric black metal,
https://musicbrainz.org/genre/1e215463-ccf8-413a-b281-bd83ed2246bb,atmospheric drum and bass,
https://musicbrainz.org/genre/a592dfc6-b601-4347-a060-a78ffabe4a8e,atmospheric sludge metal,
https://musicbrainz.org/genre/cc6b682e-5204-4f8a-a620-b63ccdf23d9f,audio drama,
https://musicbrainz.org/genre/44830131-da6a-40b5-b3de-e2d241cced5f,avant-folk,
https://musicbrainz.org/genre/b1c0c2ad-e5ae-4bb6-a1be-d66e195fd2d7,avant-garde,
https://musicbrainz.org/genre/8d901306-d4a3-436c-a1c3-75550e5b6eaf,avant-garde jazz,
https://musicbrainz.org/genre/77c0160b-8090-4493-b229-890addfee1df,avant-garde metal,
https://musicbrainz.org/genre/0e7a3c6a-4fbc-4b66-8201-9196032768ac,avant-garde pop,
https://musicbrainz.org/genre/e5abef91-49eb-491c-b0ce-c6dd4e1f2d19,avant-prog,
https://musicbrainz.org/genre/764f939b-69d6-4713-99e6-18f67c8de045,avanzada,
https://musicbrainz.org/genre/de9595eb-cd33-4993-8b88-05078c77d1b2,avtorskaya pesnya,
https://musicbrainz.org/genre/32cb036c-1f11-47e9-869e-ede70c307cfe,axé,
https://musicbrainz.org/genre/b413acf5-112a-4d44-a61f-9abe28f0dfac,bachata,
https://musicbrainz.org/genre/f28daa06-8447-4cdc-bb32-73f6d709252e,bachatón,
https://musicbrainz.org/genre/e48cd629-31f9-43d9-af7c-3468fbf53dc7,bagad,
https://musicbrainz.org/genre/29a3487c-a590-4688-8b8b-a1b4b9d16b9c,baguala,
https://musicbrainz.org/genre/4aef3530-955f-4e0b-b366-45f1f64eacc0,baila,
https://musicbrainz.org/genre/0bc9836a-a845-44b4-bc5e-e321d075e18d,baisha xiyue,
https://musicbrainz.org/genre/b7c9c95e-3153-4cff-917f-b63d4f9abf9a,baithak gana,
https://musicbrainz.org/genre/8baa6f41-4b0a-476b-9b38-fcb296f07fd1,baião,
https://musicbrainz.org/genre/a9364233-6158-4fab-bbc2-35579a74378e,bakersfield sound,
https://musicbrainz.org/genre/6f5d9680-2932-4901-b88b-60c2e7e3f814,balani show,
https://musicbrainz.org/genre/2df69460-a03a-4557-8b0f-0bf95b8b0d36,balearic beat,
https://musicbrainz.org/genre/a57eaca8-4df0-4835-8581-1179a485729f,balearic trance,
https://musicbrainz.org/genre/c497c08a-22b3-483e-b1cf-abd4a1469fe3,balinese gamelan,
https://musicbrainz.org/genre/9d217d1e-ef89-4f92-8585-0b07ec7cbf32,balitaw,
https://musicbrainz.org/genre/17b58d38-1110-4f5a-9412-b0314329622b,ballad,
https://musicbrainz.org/genre/cd8c060f-15a5-4442-a7e7-f2bb10a7d28d,ballad opera,
https://musicbrainz.org/genre/2bc5a478-0f82-4d2f-af42-f862a95c354a,ballet,
https://musicbrainz.org/genre/53a912f2-8883-4201-86f8-2d2c842c0706,ballet de cour,
https://musicbrainz.org/genre/ede9a040-d08d-443e-981b-a8f3d1da743e,ballroom house,
https://musicbrainz.org/genre/6889a005-a736-4131-b399-510094d86db0,baltimore club,
https://musicbrainz.org/genre/bf75d0be-88f6-4b4e-9eff-6c20d0c07e0e,bambuco,
https://musicbrainz.org/genre/f04fc239-2da9-4bf2-82d6-f54137bd80bd,banda sinaloense,
https://musicbrainz.org/genre/d213c5c7-2e82-41e7-b281-8725d438424f,bandari,
https://musicbrainz.org/genre/fb47c26a-fbf1-44a9-8ded-d9e2f9594e7d,bandinha,
https://musicbrainz.org/genre/6af98bb7-9232-48a7-b559-5f27dcbff3c2,barber beats,
https://musicbrainz.org/genre/f8f6157d-5ace-4844-90c2-2e2a829b8932,barbershop,
https://musicbrainz.org/genre/2073df12-7283-4f2c-b616-212cf592e91a,bard rock,
https://musicbrainz.org/genre/19d31930-9e5f-450d-8fa1-120e622773a5,bardcore,
https://musicbrainz.org/genre/9e44c2c9-8c44-4aa6-9de3-0f3e75b49f1b,baroque,
https://musicbrainz.org/genre/150eb95a-7739-4fde-a5fe-b62ca576a928,baroque pop,
https://musicbrainz.org/genre/7c3be1db-8973-46ae-989a-bd2f2d7267d2,baroque suite,
https://musicbrainz.org/genre/609007f1-a761-47bd-b154-035f35859c7e,bashment soca,
https://musicbrainz.org/genre/2d5cd6af-6195-4d12-9788-9a9b03ac0a12,bass house,
https://musicbrainz.org/genre/8ae6fbbe-2dd0-432e-a176-6678f48dffb4,bassline,
https://musicbrainz.org/genre/9889899e-cd71-49cd-aa54-b908084345a2,batida,
https://musicbrainz.org/genre/38345d21-80bd-48a0-b0bf-b0fb35cdfe2a,batidão romântico,
https://musicbrainz.org/genre/a0b9959b-15df-4372-8a72-5a581e55ae71,battle rap,
https://musicbrainz.org/genre/bbc25216-ae79-43a7-8f5e-a0580afe3c45,battle record,
https://musicbrainz.org/genre/5ed45c54-2d5c-4b5f-adc2-55adb19269ea,batucada,
https://musicbrainz.org/genre/079859da-bc3d-43d1-89bf-2f59baaabc04,batuque,
https://musicbrainz.org/genre/85425138-5e9b-40de-addf-a7161506318a,baul gaan,
https://musicbrainz.org/genre/2808ca51-a7c1-439b-9ea7-53f66917b9f9,beach music,
https://musicbrainz.org/genre/7c31e249-0cdf-4dcd-8655-1de189de51e5,beat bolha,
https://musicbrainz.org/genre/db9257e9-914e-475f-bca1-84064d5ebf18,beat bruxaria,
https://musicbrainz.org/genre/db233525-d84c-4073-980b-a418b6ffe968,beat fino,
https://musicbrainz.org/genre/decc967b-5b70-453b-9107-0b4e7a00505f,beat music,
https://musicbrainz.org/genre/e60a0c34-fb01-4434-a835-a9167f136fe9,beat poetry,
https://musicbrainz.org/genre/33354c9b-2d74-440a-89c3-d4c311a3a8fb,beatboxing,
https://musicbrainz.org/genre/396d50dc-bf7c-40a8-90fd-30b81a50b31c,beatdown hardcore,
https://musicbrainz.org/genre/ac30756b-55a7-4dc3-8908-8f94c93318d0,bebop,
https://musicbrainz.org/genre/cdb61215-4e59-4102-9f42-8ebf0f1db41b,bedroom pop,
https://musicbrainz.org/genre/e519a23f-ab61-47be-a931-f52a4a6b0f6b,beijing opera,
https://musicbrainz.org/genre/576ebd6b-d72f-4311-b445-cd30a1b6cb5c,belgian techno,
https://musicbrainz.org/genre/53b0aa4e-bb35-484b-b481-b26a2412ca5d,bend-skin,
https://musicbrainz.org/genre/26685717-e1b6-4b27-991f-8a8f982c19af,beneventan chant,
https://musicbrainz.org/genre/cdf63035-2083-4520-9c20-84d540886ab3,benga,
https://musicbrainz.org/genre/7e0254b5-a8c1-4ec2-9684-872c416f2902,benna,
https://musicbrainz.org/genre/d73b2574-c62a-4239-a032-54edb66cf60e,beompae,
https://musicbrainz.org/genre/ae93e318-c563-4bb7-9a48-eb2f4e4df96f,berlin school,
https://musicbrainz.org/genre/6af33c14-3e4c-4b88-94c5-514333b45964,bhajan,
https://musicbrainz.org/genre/59a849e1-73fe-428d-8a61-3788875f9644,bhangra,
https://musicbrainz.org/genre/800943f2-5076-464c-873c-4a50839f2da9,bhavageethe,
https://musicbrainz.org/genre/e7bb9a21-9556-4b85-bc78-5f69a3d0577d,big band,
https://musicbrainz.org/genre/aac07ae0-8acf-4249-b5c0-2762b53947a2,big beat,
https://musicbrainz.org/genre/d4b71a23-7dc0-4291-9a8d-a27d5dbbf9f2,big room house,
https://musicbrainz.org/genre/302123f6-aaa4-4dd1-91aa-aeb622536329,big room trance,
https://musicbrainz.org/genre/4f9519f9-6bbc-4f2e-a279-c4fdf216a2f3,biguine,
https://musicbrainz.org/genre/d7db2674-0b59-4650-a518-87f7f7f4c4fc,bikutsi,
https://musicbrainz.org/genre/d89f1b3c-0e50-474e-8a76-443199dbc484,binaural beats,
https://musicbrainz.org/genre/bc76cdfe-c4fb-4590-9703-4ba496abf90b,biraha,
https://musicbrainz.org/genre/a6765c6d-f2da-4785-9a9d-4c5cf94b9054,birdsong,
https://musicbrainz.org/genre/c802c2be-2351-4478-b6a1-003fdb8733c9,birmingham sound,
https://musicbrainz.org/genre/50a99000-1e63-444e-8624-7c45fb517d9d,bit music,
https://musicbrainz.org/genre/c4c55689-2b92-430e-811c-1e8c0ff5c6fb,bitpop,
https://musicbrainz.org/genre/43b2b269-c235-4c9e-997f-d86aeebf5929,black 'n' roll,
https://musicbrainz.org/genre/fa969459-94a6-4c47-9770-c8517b180645,black ambient,
https://musicbrainz.org/genre/12568698-97cc-49a9-80ab-9c5e3fe4dd33,black metal,
https://musicbrainz.org/genre/ed4813b3-3187-4319-b458-e3de48de694b,black midi,
https://musicbrainz.org/genre/5cb5960d-92b6-4a08-a4a8-8261216712ab,black noise,
https://musicbrainz.org/genre/f506ff63-b4a0-471f-b6d0-c6adf45286e6,blackened crust,
https://musicbrainz.org/genre/f976d48b-965e-4fe9-aaa6-105aab988c7c,blackened death metal,
https://musicbrainz.org/genre/a687ea57-487a-440d-b5fd-2f1b2f8b1f57,blackgaze,
https://musicbrainz.org/genre/43ef7823-5f16-4c9b-840d-f6b0de83a9c4,bleep techno,
https://musicbrainz.org/genre/650bda08-20ca-4012-b873-3b68c5768bdf,blue-eyed soul,
https://musicbrainz.org/genre/a1a7b40d-f6e6-48c1-a5fc-b15af73d7381,bluegrass,
https://musicbrainz.org/genre/01a2c709-21ce-404d-b338-14bc389ac753,bluegrass gospel,
https://musicbrainz.org/genre/fe12b346-a10e-450f-bf81-fa20894b5ea2,blues,
https://musicbrainz.org/genre/56c3e042-67ee-47c5-95fe-021b6f89cce4,bélé,
https://musicbrainz.org/genre/b3a324c9-151e-484c-af70-aa1cd7be9518,bérite club,
https://musicbrainz.org/genre/58e325d5-54fd-4e98-b39a-3aa6bc319273,blues rock,
https://musicbrainz.org/genre/60ecf2bf-63ff-4b9f-b438-967a0f02410c,bocet,
https://musicbrainz.org/genre/44d391f5-84c1-4b33-bf1a-92e3c33deffc,boduberu,
https://musicbrainz.org/genre/7f5767bd-43f8-43eb-9ddd-51e81607b08e,boedra,
https://musicbrainz.org/genre/263a3bae-623f-403d-944a-17b118700c02,bogino duu,
https://musicbrainz.org/genre/49fa872d-561c-4f8a-aea4-fbe7f67e1bd6,bolero,Cuban song
https://musicbrainz.org/genre/24a95713-041e-4841-880e-55e8790d17b3,bolero español,
https://musicbrainz.org/genre/ae4e05d3-6ae6-41b2-9b63-7c9e27784e27,bolero son,
https://musicbrainz.org/genre/f609287c-d97f-4cd1-9d8d-b7f547d4dc04,bolero-beat,
https://musicbrainz.org/genre/bfcda809-1a59-49a5-abe9-e51d26ac8594,bomba,
https://musicbrainz.org/genre/63b600cf-c94e-444e-9578-58083de336a6,bomba del chota,
https://musicbrainz.org/genre/79fb8e4d-f508-40c3-9043-524811ee9897,bongo flava,
https://musicbrainz.org/genre/e195386e-6140-4b20-be18-4fbe4fd6ea5a,boogaloo,
https://musicbrainz.org/genre/10fd28e3-51aa-4110-a3dd-032d8a141f99,boogie,
https://musicbrainz.org/genre/f07bf7f4-1b55-42ea-8c4d-9906fce84cdf,boogie rock,
https://musicbrainz.org/genre/310c2c5c-38a7-49ce-9d24-6f27e22bd203,boogie-woogie,
https://musicbrainz.org/genre/d8048b43-9edb-4e1a-aa88-bb91fa847d4a,boom bap,
https://musicbrainz.org/genre/573a284f-2ae3-4636-af36-10fc1078d295,bossa nova,
https://musicbrainz.org/genre/ccd103a5-bf71-43a2-b715-244a81ac9950,bounce,
https://musicbrainz.org/genre/6804f401-50a8-4e7a-9094-278c80c2ebed,bouncy techno,
https://musicbrainz.org/genre/0f84c39e-ab26-4ad7-aa3b-cc7ac0a3c0de,bouyon,
https://musicbrainz.org/genre/38a86b54-04dc-4679-90cb-63975ce7c655,brass band,
https://musicbrainz.org/genre/47df9270-9259-4a60-ac10-086982b8622e,brazilian bass,
https://musicbrainz.org/genre/4519564f-98ae-4c33-af8d-e9968ea41ab3,brazilian phonk,
https://musicbrainz.org/genre/b38881af-4d5b-45d1-a88e-9916a49b0c69,break-in,
https://musicbrainz.org/genre/3b8f3f65-6caa-47c8-b076-fa59dfb69c43,breakbeat,
https://musicbrainz.org/genre/1c5db6d3-9ce6-48c0-9bff-e29f7d7cb1af,breakbeat hardcore,
https://musicbrainz.org/genre/ddfcd69c-d363-41ca-93e9-2dc09280a369,breakbeat kota,
https://musicbrainz.org/genre/8aad8a03-be38-48e4-aa43-5ca0f826c569,breakcore,
https://musicbrainz.org/genre/63eddc75-dbad-4a05-a365-e30d1e87bca8,breaks,
https://musicbrainz.org/genre/e98e563c-afaa-4e38-9fc8-c46a35c98b9d,breakstep,
https://musicbrainz.org/genre/26cac57c-af02-4f60-829b-2c2cfc66bb66,brega,
https://musicbrainz.org/genre/776b9bfd-7532-47b1-a99e-3d97183d218a,brega calypso,
https://musicbrainz.org/genre/719e578f-ebc9-4d47-bb40-14bd222900ed,brega funk,
https://musicbrainz.org/genre/700eb336-affc-4151-849f-749ecb8e4411,briddim,
https://musicbrainz.org/genre/8c5defb4-95b6-42f6-bfee-8791f670f3a8,brill building,
https://musicbrainz.org/genre/3e426ac8-6303-41fe-9493-c7ff9d46b005,brit funk,
https://musicbrainz.org/genre/dfb59d7b-c690-4de7-a189-efe944ab60db,britcore,
https://musicbrainz.org/genre/a2658d31-5ee4-4e8b-95de-caad82a41e9a,british blues,
https://musicbrainz.org/genre/32d363f6-562d-4efa-a4b0-43ee8f1a7e15,british brass band,
https://musicbrainz.org/genre/5ac64352-db68-4fc2-9f4a-c434349657d3,british folk rock,
https://musicbrainz.org/genre/31e04673-75cd-4ae0-af3c-ad9081e39f5b,british rhythm & blues,
https://musicbrainz.org/genre/f1c9b874-7ef2-4e79-9419-c0bcb5f33a30,britpop,
https://musicbrainz.org/genre/f3739c4c-7297-48e6-a3d7-1ab737c0d9a0,bro-country,
https://musicbrainz.org/genre/bb4b57bf-f68c-4290-9e63-1e281d822fc1,broadband noise,
https://musicbrainz.org/genre/cf9daa9d-74e2-4eff-b0eb-7269bbca6501,broken beat,
https://musicbrainz.org/genre/7e586e26-5a3f-4fb3-be64-46c04cd5eb23,broken transmission,
https://musicbrainz.org/genre/1dfc0cd3-bf39-4240-9265-96ced154425a,brostep,
https://musicbrainz.org/genre/12d11d01-cecc-4f9b-8d3a-99e4590952fe,brutal death metal,
https://musicbrainz.org/genre/f223062a-27f4-4cb0-9336-7a1ea3eee7ec,brutal prog,
https://musicbrainz.org/genre/a969d92f-cd87-4a30-820a-e3c6405595de,bubblegum bass,
https://musicbrainz.org/genre/17ea7898-10ff-4c48-8729-3a077f6eb75e,bubblegum dance,
https://musicbrainz.org/genre/6fd83b83-9b63-47fa-a208-5f9e762f40ab,bubblegum pop,
https://musicbrainz.org/genre/d58c4439-f191-4344-80b9-f8887db4485f,bubbling,
https://musicbrainz.org/genre/9ae2e708-136a-4954-8ec0-9ba13eae5e35,bubbling house,
https://musicbrainz.org/genre/7321525e-30a2-441e-aeb1-549f47f6a26f,budots,
https://musicbrainz.org/genre/6fccecb4-0af8-421c-be62-e766bc4acdb2,bulería,
https://musicbrainz.org/genre/4b63ad04-4035-487e-84a9-32de15c16fe3,bullerengue,
https://musicbrainz.org/genre/f502ac86-d84e-4105-a455-c9df1199ef61,burger-highlife,
https://musicbrainz.org/genre/eff22645-f13d-465d-a403-d73286d09017,burmese classical,
https://musicbrainz.org/genre/393da299-4ac6-4828-8cd7-74311279503b,burmese mono,
https://musicbrainz.org/genre/3ead7360-888d-4858-aa03-4a1885c5dc61,burmese stereo,
https://musicbrainz.org/genre/40b6dfd1-5e55-426a-9d54-cbaea7dc8d0f,burning spirits,
https://musicbrainz.org/genre/4f9d3457-479a-4aa1-8e13-2f7dd5dbac8f,bytebeat,
https://musicbrainz.org/genre/723fc4d5-e456-45cf-98ac-87e57c09f2aa,byzantine chant,
https://musicbrainz.org/genre/b4cc27f0-6734-4f1e-b586-6eba7588f13f,c-pop,
https://musicbrainz.org/genre/17cee13b-8725-43d1-a52a-6786933c0166,c86,
https://musicbrainz.org/genre/9bba0b69-1f7e-40cf-83db-c95ae5dd28d1,ca trù,
https://musicbrainz.org/genre/b8a07a90-2b50-4257-8f1e-69846b582432,cabaret,
https://musicbrainz.org/genre/932278bb-3214-4936-8896-e8dea057ab98,cabo zouk,
https://musicbrainz.org/genre/e05ce570-eb7a-4037-9391-3ac34a8033f9,cadence lypso,
https://musicbrainz.org/genre/8da28d3e-6354-4655-8f03-f1ac09bd1612,cadence rampa,
https://musicbrainz.org/genre/0af301ff-3e33-4f5f-934f-5916cfc04157,cajun,
https://musicbrainz.org/genre/edd74ef3-a9a4-4a14-8bea-d063ab03af96,cakewalk,
https://musicbrainz.org/genre/5d84b19a-0f1a-45d2-b296-b4f3a5f9a051,calipso venezolano,
https://musicbrainz.org/genre/b44a8ffd-e717-4d73-99ea-9fe5d245339d,calypso,
https://musicbrainz.org/genre/434bda01-7947-4c07-b554-2aed1bea1b21,campursari,
https://musicbrainz.org/genre/c5b2e707-31b6-4e45-87e2-9b14d88b8e0c,campus folk,
https://musicbrainz.org/genre/6848c546-59b8-4ee8-8573-4bf4573f07f7,canción melódica,
https://musicbrainz.org/genre/b72d3108-3360-447e-bb08-0895deff7ae5,candombe,
https://musicbrainz.org/genre/98c1efff-ea21-470e-9e40-e19f6dff1211,candombe beat,
https://musicbrainz.org/genre/ce70ed18-0f2d-47a9-bcee-45a1b3cc3225,cantata,
https://musicbrainz.org/genre/3d4956f9-b8b7-4190-8561-441c8e17c0c4,cante alentejano,
https://musicbrainz.org/genre/9c2f8b08-9bac-4bfd-b9ed-6381c65791e9,canterbury scene,
https://musicbrainz.org/genre/ff6258ed-7a7b-412e-9c1b-f4dced972c99,canto a lo poeta,
https://musicbrainz.org/genre/d27e0b43-6292-441d-85f4-c4ab3acfda0e,canto cardenche,
https://musicbrainz.org/genre/f1712910-48e2-4560-ab13-c3572dc364f3,cantonese opera,
https://musicbrainz.org/genre/78caea3b-84fd-4664-878a-fe70a6e1d9d1,cantopop,
https://musicbrainz.org/genre/c2e65d3b-ffd1-424e-80c9-7ad798bcc393,cantoria,
https://musicbrainz.org/genre/255cbc4d-46e6-487d-a63a-bc853647f310,cantu a chiterra,
https://musicbrainz.org/genre/00aeab7d-f33d-4b46-b426-5d6dd20bb07a,cantu a tenore,
https://musicbrainz.org/genre/ae39f26a-411b-4217-8bec-073709a8863e,canzone d'autore,
