instrument_id,type-id,disambiguation,description,annotation,name,type,relations_wiki,genres_id
https://musicbrainz.org/instrument/13300a83-2776-481a-80fb-cd68f7be4051,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,"Folk-fiddle from Hardanger, Norway. It has 4 melody- and 4-5 drone-strings, it is richly decorated and used in the traditional ""halling"" folk music and dance.",,hardingfele,String instrument,https://www.wikidata.org/wiki/Q178933,https://musicbrainz.org/genre/75c5866f-0212-4c02-9650-de475dda157e
https://musicbrainz.org/instrument/13300a83-2776-481a-80fb-cd68f7be4051,,,,,,,,https://musicbrainz.org/genre/a91eed3a-fdd0-494e-ade0-95ea4117f6eb
https://musicbrainz.org/instrument/eaa3713d-162a-42ed-bcd8-4185a68defbf,876464a8-e74f-3f40-9bd3-637d2b1743ae,,"The alto clarinet is a clarinet in E♭ or sometimes F, normally with a curved neck.",,alto clarinet,Wind instrument,https://www.wikidata.org/wiki/Q656766,
https://musicbrainz.org/instrument/089f123c-0f7d-4105-a64e-49de81ca8fa4,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Soprano of modern violin family,"The most famous member of the violin family, it is actually the ""small viol"". Its register is soprano and it's a principal member of the symphony orchestra.",,violin,String instrument,https://www.wikidata.org/wiki/Q8355,https://musicbrainz.org/genre/a1a7b40d-f6e6-48c1-a5fc-b15af73d7381
https://musicbrainz.org/instrument/089f123c-0f7d-4105-a64e-49de81ca8fa4,,,,,,,,https://musicbrainz.org/genre/6ed4e4d1-9a97-4e2c-b8df-083754f154f4
https://musicbrainz.org/instrument/089f123c-0f7d-4105-a64e-49de81ca8fa4,,,,,,,,https://musicbrainz.org/genre/5f665615-7fb3-49d8-b541-62a7b239edbe
https://musicbrainz.org/instrument/089f123c-0f7d-4105-a64e-49de81ca8fa4,,,,,,,,https://musicbrainz.org/genre/a715278f-1580-409f-8078-4ffbc800e08b
https://musicbrainz.org/instrument/9cbe04a2-0014-474c-b530-b0d4f4b73413,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,hammered dulcimer,String instrument,https://www.wikidata.org/wiki/Q1588017,
https://musicbrainz.org/instrument/f6b51493-c7bd-41be-901b-245380ec96ce,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,balalaika,String instrument,https://www.wikidata.org/wiki/Q178389,
https://musicbrainz.org/instrument/b47bdb4e-59ee-42d3-96ef-a1f0fdd61148,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Baroque fretless similar to both viols and violins.,"While it is fretless and played like the violins ""a la braccia"", it has a flat back, c-holes and sloping shoulders like a viol. From the baroque period, it has up to 14 strings.",,viola d'amore,String instrument,https://www.wikidata.org/wiki/Q742180,https://musicbrainz.org/genre/9e44c2c9-8c44-4aa6-9de3-0f3e75b49f1b
https://musicbrainz.org/instrument/a11f1ba4-f2e1-4498-860e-f1b22b17f75b,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,"Mexican vihuela, used by mariachi bands.",,Mexican vihuela,String instrument,https://www.wikidata.org/wiki/Q11705089,
https://musicbrainz.org/instrument/c6a133d5-c1e0-47d6-bc30-30d102a78893,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,zither,String instrument,https://www.wikidata.org/wiki/Q76239,https://musicbrainz.org/genre/75c5866f-0212-4c02-9650-de475dda157e
https://musicbrainz.org/instrument/2d8ec312-6373-4c11-acc5-18e9a9b788b0,876464a8-e74f-3f40-9bd3-637d2b1743ae,,"The alphorn, or alpine horn, is a conical wood horn used for communication in mountains.",,alphorn,Wind instrument,https://www.wikidata.org/wiki/Q685206,
https://musicbrainz.org/instrument/e7c17460-e42d-4ffc-8167-4bd6d7e4f2c5,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,xalam,String instrument,https://www.wikidata.org/wiki/Q1137869,
https://musicbrainz.org/instrument/39354e17-ab05-4aa5-b503-3092a6b4622c,7c9126a3-32a8-4a46-ba46-b21c83874827,Modern violin family,"Developed in the 16th century, these violas da braccio are distinct from the viola da gamba family. <br /> Modern members are: <ul> <li> Violin (little viola) </li> <li> Viola </li> <li> Violoncello (small big viola) </li> <li> Double Bass (replacing the violone (big viola)) </li></ul> Past members include the violone (now considered a viol) and bass viol (a forerunner to the violoncello). Occasionally Octobass is also included as a member.",,violin family,Family,https://www.wikidata.org/wiki/Q1365097,
https://musicbrainz.org/instrument/f28d6657-bc51-494f-84d0-553ef1ad0376,876464a8-e74f-3f40-9bd3-637d2b1743ae,,"The baritone horn is a piston valve brass instrument with a wide-rimmed cup mouthpiece which is pitched in B♭, one octave below the B♭ trumpet.",,baritone horn,Wind instrument,https://www.wikidata.org/wiki/Q790468,
https://musicbrainz.org/instrument/ef7382cf-d5b4-4923-8b9e-3c482ed84b5e,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,tenor saxophone,Wind instrument,https://www.wikidata.org/wiki/Q1414932,
https://musicbrainz.org/instrument/82157c40-112f-4e4a-a3c0-5388ebb12931,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,brass,Wind instrument,https://www.wikidata.org/wiki/Q180744,
https://musicbrainz.org/instrument/8be32b8c-7845-4b6f-94dd-ff4d83169c26,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,violotta,String instrument,https://www.wikidata.org/wiki/Q1414954,
https://musicbrainz.org/instrument/41d2c709-81e2-415c-9456-a0a3d14f48bd,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,slide guitar,String instrument,https://www.wikidata.org/wiki/Q428152,
https://musicbrainz.org/instrument/04a21d03-535a-4ace-9098-12013867b8e5,7c9126a3-32a8-4a46-ba46-b21c83874827,,"Generally any bowed handle lute with the characteristic ""violin"" shape belong to fiddles.",,fiddle,Family,https://www.wikidata.org/wiki/Q510487,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778
https://musicbrainz.org/instrument/257dad59-02e6-47d9-958a-659843737827,876464a8-e74f-3f40-9bd3-637d2b1743ae,19th century brass trumpet-like,"Early 19th century brass instrument with a conical bore, it is more compact and mellower than the trumpet which it resembles.",,cornet,Wind instrument,https://www.wikidata.org/wiki/Q202027,
https://musicbrainz.org/instrument/2091cdd2-7953-453f-a29e-cfcbf5140d44,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,bouzouki,String instrument,https://www.wikidata.org/wiki/Q322675,https://musicbrainz.org/genre/1c49631f-2329-4c65-967d-1852de2a9dfb
https://musicbrainz.org/instrument/b7d71e02-e76c-4483-b394-b29057888131,876464a8-e74f-3f40-9bd3-637d2b1743ae,,"The bass clarinet is a clarinet, typically pitched an octave below the soprano B♭ clarinet.",,bass clarinet,Wind instrument,https://www.wikidata.org/wiki/Q8345,
https://musicbrainz.org/instrument/3bccb7eb-cbca-42cd-b0ac-a5e959df7221,68fa2525-4c23-3386-bb81-e84994342e9a,,"Any kind of instrument with membranes, usually variously sized drums.","to be working with these for now:    Cylindrical drums		) possibly combine    Conical drums		)    Barrel drums    Hourglass or waisted drums    Goblet or chalice drums    Kettle, pot or vessel drums    Frame drums		(possibly a sub of conical/barrel)    Friction drums    Mirlitonswhat to do with string drums etc.",membranophone,Percussion instrument,https://www.wikidata.org/wiki/Q212892,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798
https://musicbrainz.org/instrument/be34e4e5-6e77-46f5-ab56-c9641d3da213,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,"generic member of the viol family, use for ""viol"" credits","The generic member of the viol family, use it for ""Viol"" credits, most viola da gamba credits are however the <a href=""https://beta.musicbrainz.org/instrument/7cbd040f-6217-48d0-ac43-3e8ecb4b4b0b/"">bass viol</a>.",,viola da gamba,String instrument,https://www.wikidata.org/wiki/Q40125,
https://musicbrainz.org/instrument/af1341bb-f62c-4e9b-af62-c3ea19fa54c6,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,The ukulele is a small guitar-like instrument commonly associated with Hawaiian music. It generally has four nylon or gut strings.,,ukulele,String instrument,https://www.wikidata.org/wiki/Q61285,
https://musicbrainz.org/instrument/d3a04358-70f8-4c43-b722-c3cf6cc218ae,876464a8-e74f-3f40-9bd3-637d2b1743ae,Middle-Low member of the saxophone family,"The most common of the lower members of the saxophone family, it is the middle-low baritone.",,baritone saxophone,Wind instrument,https://www.wikidata.org/wiki/Q808218,
https://musicbrainz.org/instrument/7cb02b35-2fea-4d24-88d4-92413f090e3f,876464a8-e74f-3f40-9bd3-637d2b1743ae,Ram's horn natural brass,,,shofar,Wind instrument,https://www.wikidata.org/wiki/Q48298,
https://musicbrainz.org/instrument/4a32d2f2-2ac7-423d-9820-2c0b7ff37f60,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,soprano saxophone,Wind instrument,https://www.wikidata.org/wiki/Q1463985,
https://musicbrainz.org/instrument/2f5aa3e2-993e-42ab-85a9-97cad29c430c,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,psaltery,String instrument,https://www.wikidata.org/wiki/Q1044408,
https://musicbrainz.org/instrument/d8afa42b-9287-41a2-82b2-2a96cb6b6fca,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,bugle,Wind instrument,https://www.wikidata.org/wiki/Q1628293,
https://musicbrainz.org/instrument/65b8bd3c-c194-415b-b075-1f3cd9d031bd,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,tres,String instrument,https://www.wikidata.org/wiki/Q139727,
https://musicbrainz.org/instrument/1d865ced-d86a-4277-8914-009740e37887,876464a8-e74f-3f40-9bd3-637d2b1743ae,,The bagpipe is an instrument consisting of a series of enclosed reeds fed by a bag of air.,,bagpipe,Wind instrument,https://www.wikidata.org/wiki/Q8347,
https://musicbrainz.org/instrument/6ba5268f-766e-48b4-9d23-f378a7559f99,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,electric upright bass,String instrument,https://www.wikidata.org/wiki/Q1273167,
https://musicbrainz.org/instrument/d01ae816-0567-4520-8fcb-8d3b71ef4bdf,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,piccolo,Wind instrument,https://www.wikidata.org/wiki/Q83509,
https://musicbrainz.org/instrument/3cf4c0c9-160a-4d73-9243-7d0e0df17050,876464a8-e74f-3f40-9bd3-637d2b1743ae,Family of end-blown fipple flutes,"Family of end-blown woodwind flutes with a thumb-hole and seven finger-holes, it is the most common flute in Western classical tradition. <br /> The family consists of a wide assortment of sizes:<br /> <ul> <li>garklein recorder</li> <li>sopranino recorder</li> <li>soprano recorder (descant)</li> <li>alto recorder (treble)</li> <li>tenor recorder</li> <li>bass recorder</li> <li>great bass recorder (c-bass)</li> <li>contrabass recorder</li> <li>subcontrabass recorder</li> </ul> <br /> Not to be confused with the transverse (side-blown) Western concert flute.","Family of end-blown Woodwind flutes, these are flutes with a whistle mouthpiece aka fipple. Specifically, recorders have a thumb-hole and seven finger-holes, it is the most common flute in western classical tradition.

The Family consists of a wide assortment of sizes, the most common being soprano, alt, tenor and bass;

* garklein recorder
* sopranino recorder
* soprano recorder (descant)
* alto recorder (treble)
* tenor recorder
* bass recorder
* great bass recorder (c-bass)
* contrabass recorder
* subcontrabass recorder

Not to be confused with the transverse (side-blown) Western concert flute.
From about 1673 to about 1695 the names ''flute'' and ''recorder'' overlapped, but from 1673 to the late 1720s the word ''flute'' always meant this end-blown instrument. In the 1720s the transverse flute however became so popular that the convention from Europe of distinguishing the instruments was copied into English, thus the end-blown now became known as common flute, English flute and similar, while the transverse became known as the German flute or just flute. despite this, even until 1765 some writers meant the end blown variant when writing ""flute"".",recorder,Wind instrument,https://www.wikidata.org/wiki/Q187851,https://musicbrainz.org/genre/6ed4e4d1-9a97-4e2c-b8df-083754f154f4
https://musicbrainz.org/instrument/3cf4c0c9-160a-4d73-9243-7d0e0df17050,,,,,,,,https://musicbrainz.org/genre/38e5a626-95b4-42bb-9fce-dcad212e2d9a
https://musicbrainz.org/instrument/3cf4c0c9-160a-4d73-9243-7d0e0df17050,,,,,,,,https://musicbrainz.org/genre/bf9955d6-c3eb-466d-95ca-30f3848fc9ea
https://musicbrainz.org/instrument/1b165fa4-8510-4a3e-a2b5-2d38baf55176,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,The biwa is a short-necked Japanese fretted lute which is played with a large triangular-shaped plectrum.,,biwa,String instrument,https://www.wikidata.org/wiki/Q829729,
https://musicbrainz.org/instrument/3f501227-b481-4336-9eee-f24f3414ba61,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,contrabass clarinet,Wind instrument,https://www.wikidata.org/wiki/Q2731509,
https://musicbrainz.org/instrument/3a4d70ed-7c34-4d50-b6a3-b8ce63a8c234,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,end-blown flute,Wind instrument,https://www.wikidata.org/wiki/Q1879241,
https://musicbrainz.org/instrument/0db03a60-1142-4b25-ab1b-72027d0dc357,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Small bass of modern violin family,"Also know as violoncello (the ""small large viol""), it is the medium bass member of the modern violin family and a principal member of the symphony orchestra.",,cello,String instrument,https://www.wikidata.org/wiki/Q8371,
https://musicbrainz.org/instrument/377e007a-33fe-4825-9bef-136cf5cf581a,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Alto of modern violin family,"It is known by many names, based on the full ""alto de viola da braccio"": ""alto"", ""bratsch (braccio)"", ""viola"", etc. <br /> It is the alto member of the modern violin family and a principal member of the symphony orchestra.",,viola,String instrument,https://www.wikidata.org/wiki/Q80284,https://musicbrainz.org/genre/50294a4d-61f0-4dc8-a20f-4708d52fe78a
https://musicbrainz.org/instrument/1b97909a-6db7-4829-91fd-414338ce28cf,876464a8-e74f-3f40-9bd3-637d2b1743ae,,Oboe (soprano),,oboe,Wind instrument,https://www.wikidata.org/wiki/Q8377,
https://musicbrainz.org/instrument/ee570715-6ded-4cff-ad7e-feef6a5bca44,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,double reed,Wind instrument,https://www.wikidata.org/wiki/Q2152657,
https://musicbrainz.org/instrument/89e04164-5c7b-45df-94f4-e979b21da9bc,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,musical bow,String instrument,https://www.wikidata.org/wiki/Q1630744,
https://musicbrainz.org/instrument/e93eda0f-9475-45c1-9194-29020d9b83e9,876464a8-e74f-3f40-9bd3-637d2b1743ae,,The ocarina is a type of vessel flute which has a mouthpiece extending from the body.,,ocarina,Wind instrument,https://www.wikidata.org/wiki/Q187780,
https://musicbrainz.org/instrument/32eca297-dde6-45d0-9305-ae479947c2a8,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,strings,String instrument,https://www.wikidata.org/wiki/Q1798603,
https://musicbrainz.org/instrument/4dc550d6-973f-42bd-8c9b-7dfd09bd3f6e,68fa2525-4c23-3386-bb81-e84994342e9a,,The mbira or kalimba (also known by many other names) is an African thumb piano.,,mbira,Percussion instrument,https://www.wikidata.org/wiki/Q1467960,
https://musicbrainz.org/instrument/e5781903-d6ef-4480-a158-60300265577c,876464a8-e74f-3f40-9bd3-637d2b1743ae,,Natural brass instruments only play notes in the instrument's harmonic series.,,natural brass instruments,Wind instrument,,
https://musicbrainz.org/instrument/77a0f1d3-f9ec-4055-a6e7-24d7258c21f7,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,wind instruments,Wind instrument,https://www.wikidata.org/wiki/Q173453,
https://musicbrainz.org/instrument/15861569-249d-4b24-8ce4-d0b001b1f978,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,acoustic bass guitar,String instrument,https://www.wikidata.org/wiki/Q424017,
https://musicbrainz.org/instrument/e297fcf6-29a7-4673-a15d-a6f54819b2d1,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,tuba,Wind instrument,https://www.wikidata.org/wiki/Q131168,
https://musicbrainz.org/instrument/f6100277-c7b8-4c8d-aa26-d8cd014b6761,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,trombone,Wind instrument,https://www.wikidata.org/wiki/Q8350,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778
https://musicbrainz.org/instrument/f6100277-c7b8-4c8d-aa26-d8cd014b6761,,,,,,,,https://musicbrainz.org/genre/65877068-2116-4af6-89a2-838179a7e103
https://musicbrainz.org/instrument/f6100277-c7b8-4c8d-aa26-d8cd014b6761,,,,,,,,https://musicbrainz.org/genre/89e34d8e-6562-412f-8da3-d040e159e6cd
https://musicbrainz.org/instrument/f6100277-c7b8-4c8d-aa26-d8cd014b6761,,,,,,,,https://musicbrainz.org/genre/7aabc697-7c79-4f12-bb6f-ee5d70298a3f
https://musicbrainz.org/instrument/21bd4d63-a75a-4022-abd3-52ba7487c2de,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,lyre,String instrument,https://www.wikidata.org/wiki/Q201129,
https://musicbrainz.org/instrument/274717c1-b2d8-4a6a-8eaf-eb0c1e11b757,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,The koto is a traditional Japanese string instrument with 13 strings that are strung over 13 movable bridges along the width of the instrument.,,koto,String instrument,https://www.wikidata.org/wiki/Q289037,
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,876464a8-e74f-3f40-9bd3-637d2b1743ae,Commonly used bellowed free reed with keys/buttons,"Invented and developed by several people in the early 1800's, it has an arm operated bellows with keys or buttons at one end and bass buttons at the other.",,accordion,Wind instrument,https://www.wikidata.org/wiki/Q79838,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/66e222b5-4a1f-4626-90c6-d0f7029d7dec
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/6cec5b4d-3c64-44a6-914d-3e833432f631
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/4ab0dfbd-1c0b-45e6-8cb8-3acf78a3bd77
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/df6d324a-ff39-4055-9289-b14da57ab4e4
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/911c7bbb-172d-4df8-9478-dbff4296e791
https://musicbrainz.org/instrument/bdf08ac2-b9c2-4391-85e5-9a7716bdd690,,,,,,,,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798
https://musicbrainz.org/instrument/9290b2c1-97c3-4355-a26f-c6dba89cf8ff,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Indian long-necked fretted gourdlute,"Soundbox made of gourd, it has 18-21 (6-7 on frets and 11-15 sympathetic under the frets) metal strings, two bridges and a long wooden neck where the tuning pegs of the sympathetic strings are attached. Used in India since ancient times, it flourished during the 16-17th before arriving at it's current form in the 18th century. It became popular worldwide in the 1950-60.",,sitar,String instrument,https://www.wikidata.org/wiki/Q229205,https://musicbrainz.org/genre/92ccf7a7-c886-4e06-9aff-e432593653df
https://musicbrainz.org/instrument/9290b2c1-97c3-4355-a26f-c6dba89cf8ff,,,,,,,,https://musicbrainz.org/genre/4a2f8fe1-477a-4dfd-9a40-41c59ca3c0d8
https://musicbrainz.org/instrument/18fb4427-58c5-4ab6-88a3-2b67a6afd718,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,ophicleide,Wind instrument,https://www.wikidata.org/wiki/Q200823,
https://musicbrainz.org/instrument/00beaf8e-a781-431c-8130-7c2871696b7d,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,acoustic guitar,String instrument,https://www.wikidata.org/wiki/Q31561,https://musicbrainz.org/genre/00055e8b-b951-46e2-af1e-58b5624e7952
https://musicbrainz.org/instrument/00beaf8e-a781-431c-8130-7c2871696b7d,,,,,,,,https://musicbrainz.org/genre/6cec5b4d-3c64-44a6-914d-3e833432f631
https://musicbrainz.org/instrument/00beaf8e-a781-431c-8130-7c2871696b7d,,,,,,,,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798
https://musicbrainz.org/instrument/c03753c7-1735-4e24-9c9a-8cb5994d6bc5,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,shamisen,String instrument,https://www.wikidata.org/wiki/Q241337,
https://musicbrainz.org/instrument/6a539558-5585-4803-a705-a4520f23189d,876464a8-e74f-3f40-9bd3-637d2b1743ae,Middle-range valved brass,"Not to be confused with <a href=""/instrument/eafabec6-af67-4a49-be38-4401e7200494"">melophone</a>, a bellowed free reed shaped like a lute.<br /> Originating in the 19th century horn-design boom, it is used mostly in outside concert and marching music.",,mellophone,Wind instrument,https://www.wikidata.org/wiki/Q1474853,https://musicbrainz.org/genre/a715278f-1580-409f-8078-4ffbc800e08b
https://musicbrainz.org/instrument/6b5b72d8-6e9c-4e31-bd21-062d10bcf661,876464a8-e74f-3f40-9bd3-637d2b1743ae,Collection of end-blown pipes,"Named after the Greek god Pan, they are a selection of end-blown pipes made of reeds, bamboo, wood or similar. Many different variations exists around the world, especially in South America.",,pan flute,Wind instrument,https://www.wikidata.org/wiki/Q218802,
https://musicbrainz.org/instrument/e9f3db08-5360-4dfc-a5f4-0951f39d2be0,876464a8-e74f-3f40-9bd3-637d2b1743ae,,The sheng is a Chinese free reed instrument consisting of a number of vertical pipes.,,sheng,Wind instrument,https://www.wikidata.org/wiki/Q849052,
https://musicbrainz.org/instrument/6505f98c-f698-4406-8bf4-8ca43d05c36f,01ba5777-02dd-347d-94a1-73e3db00215d,,"Bass is a common but generic credit which refers to more than one instrument, the most common being the bass guitar and the double bass (a.k.a. contrabass, acoustic upright bass, wood bass). Please use the correct instrument if you know which one is intended.",,bass,Other instrument,https://www.wikidata.org/wiki/Q810447,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778
https://musicbrainz.org/instrument/a9ed16cd-b8cb-4256-9c41-93f5f0458c49,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,saxophone,Wind instrument,https://www.wikidata.org/wiki/Q9798,https://musicbrainz.org/genre/a715278f-1580-409f-8078-4ffbc800e08b
https://musicbrainz.org/instrument/a9ed16cd-b8cb-4256-9c41-93f5f0458c49,,,,,,,,https://musicbrainz.org/genre/65877068-2116-4af6-89a2-838179a7e103
https://musicbrainz.org/instrument/a9ed16cd-b8cb-4256-9c41-93f5f0458c49,,,,,,,,https://musicbrainz.org/genre/89e34d8e-6562-412f-8da3-d040e159e6cd
https://musicbrainz.org/instrument/a9ed16cd-b8cb-4256-9c41-93f5f0458c49,,,,,,,,https://musicbrainz.org/genre/7aabc697-7c79-4f12-bb6f-ee5d70298a3f
https://musicbrainz.org/instrument/b4aab04d-64b6-47c1-91bd-6a3541d7903a,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,concertina,Wind instrument,https://www.wikidata.org/wiki/Q593050,
https://musicbrainz.org/instrument/8ab40df2-106b-4b9b-a50c-0798ee95da8f,876464a8-e74f-3f40-9bd3-637d2b1743ae,Free-reed keyboard mouth-organ,"Popular as a musical education tool, it is usually made of plastic with a keyboard, its free-reed mouthpiece can also have an optional air tube. It has many brand names.",,melodica,Wind instrument,https://www.wikidata.org/wiki/Q512191,
https://musicbrainz.org/instrument/32de8d17-6ea8-4c46-8c95-c02b77883c50,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,,,,kora,String instrument,https://www.wikidata.org/wiki/Q585969,https://musicbrainz.org/genre/3ebecbf7-f897-4d2f-9c85-d08010acfb08
https://musicbrainz.org/instrument/7bd32b95-416f-4244-a98b-1311ec69c7db,cc00f97f-cf3d-3ae2-9163-041cb1a0d726,Contrabass of modern violin family,"Known also as contrabass or upright bass, it is the largest and lowest-pitched member of the modern violin family and a principal member of the symphony orchestra.",,double bass,String instrument,https://www.wikidata.org/wiki/Q80019,
https://musicbrainz.org/instrument/2d5bfd00-f0ef-41e5-aa33-fd706b1d0da0,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,tenor horn / alto horn,Wind instrument,https://www.wikidata.org/wiki/Q157420,
https://musicbrainz.org/instrument/3016babb-461a-4dfe-aa20-75a01cb0b2a3,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,free reed,Wind instrument,https://www.wikidata.org/wiki/Q399597,
https://musicbrainz.org/instrument/08028095-6dae-4fe0-9f34-284fde19f29b,876464a8-e74f-3f40-9bd3-637d2b1743ae,,,,clarinet,Wind instrument,https://www.wikidata.org/wiki/Q8343,https://musicbrainz.org/genre/6ed4e4d1-9a97-4e2c-b8df-083754f154f4
https://musicbrainz.org/instrument/08028095-6dae-4fe0-9f34-284fde19f29b,,,,,,,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778
https://musicbrainz.org/instrument/08028095-6dae-4fe0-9f34-284fde19f29b,,,,,,,,https://musicbrainz.org/genre/a715278f-1580-409f-8078-4ffbc800e08b
