source_id,url_to_file,source_instantiation_portion,source_title,source_type,source_url,file_type,file_format,file_format_@id
85.0,https://db.simssa.ca/files/358,44.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/359,47.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/360,48.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/361,49.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/362,50.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/363,52.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/364,53.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/365,54.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/366,56.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/367,58.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/368,59.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/334,6.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/370,62.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/371,63.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/372,66.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/373,69.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/335,7.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/375,71.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/376,72.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/377,73.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/378,74.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/380,76.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/381,77.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/382,78.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/384,80.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/385,81.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/386,82.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/387,83.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/388,84.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/389,85.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/390,86.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/391,87.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/392,88.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/336,9.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/394,90.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/395,91.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/396,92.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/397,93.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/398,94.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/399,95.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/400,96.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/401,97.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/402,98.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/403,99.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
86.0,https://db.simssa.ca/files/428,124.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
86.0,https://db.simssa.ca/files/434,130.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
86.0,https://db.simssa.ca/files/473,169.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.krn,.krn
86.0,https://db.simssa.ca/files/495,191.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.krn,.krn
86.0,https://db.simssa.ca/files/516,212.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
86.0,https://db.simssa.ca/files/541,237.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
86.0,https://db.simssa.ca/files/333,5.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
86.0,https://db.simssa.ca/files/369,61.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
86.0,https://db.simssa.ca/files/374,70.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
86.0,https://db.simssa.ca/files/393,89.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
87.0,https://db.simssa.ca/files/425,121.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
87.0,https://db.simssa.ca/files/439,135.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
87.0,https://db.simssa.ca/files/342,15.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
87.0,https://db.simssa.ca/files/472,168.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.krn,.krn
87.0,https://db.simssa.ca/files/497,193.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.krn,.krn
87.0,https://db.simssa.ca/files/545,241.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
87.0,https://db.simssa.ca/files/546,242.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
87.0,https://db.simssa.ca/files/347,27.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
87.0,https://db.simssa.ca/files/379,75.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
87.0,https://db.simssa.ca/files/383,79.0,La Rue Opera omnia vol. 3,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
88.0,https://db.simssa.ca/files/414,110.0,La Rue Opera omnia vol. 4,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
88.0,https://db.simssa.ca/files/426,122.0,La Rue Opera omnia vol. 4,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
88.0,https://db.simssa.ca/files/489,185.0,La Rue Opera omnia vol. 4,DIGITAL,,sym,.krn,.krn
88.0,https://db.simssa.ca/files/517,213.0,La Rue Opera omnia vol. 4,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
88.0,https://db.simssa.ca/files/355,36.0,La Rue Opera omnia vol. 4,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
